,date,sales
1152,2016-02-27,24090
1153,2016-02-28,25436
1154,2016-02-29,16916
1155,2016-03-01,23682
1156,2016-03-02,23554
1157,2016-03-03,25696
1158,2016-03-04,27149
1159,2016-03-05,28965
1160,2016-03-06,30323
1161,2016-03-07,20090
1162,2016-03-08,23593
1163,2016-03-09,23866
1164,2016-03-10,25416
1165,2016-03-11,27368
1166,2016-03-12,28715
1167,2016-03-13,30321
1168,2016-03-14,20454
1169,2016-03-15,23707
1170,2016-03-16,23510
1171,2016-03-17,25547
1172,2016-03-18,27266
1173,2016-03-19,28717
1174,2016-03-20,30461
1175,2016-03-21,20379
1176,2016-03-22,23905
1177,2016-03-23,23729
1178,2016-03-24,25420
1179,2016-03-25,26887
1180,2016-03-26,28640
1181,2016-03-27,30491
1182,2016-03-28,20448
1183,2016-03-29,23688
1184,2016-03-30,23769
1185,2016-03-31,25125
1186,2016-04-01,31715
1187,2016-04-02,33021
1188,2016-04-03,35681
1189,2016-04-04,23543
1190,2016-04-05,27601
1191,2016-04-06,27490
1192,2016-04-07,29716
1193,2016-04-08,31612
1194,2016-04-09,33617
1195,2016-04-10,35731
1196,2016-04-11,23813
1197,2016-04-12,27621
1198,2016-04-13,27507
1199,2016-04-14,29504
1200,2016-04-15,31445
1201,2016-04-16,33306
1202,2016-04-17,35747
1203,2016-04-18,23660
1204,2016-04-19,27752
1205,2016-04-20,27627
1206,2016-04-21,29403
1207,2016-04-22,31583
1208,2016-04-23,33316
1209,2016-04-24,35576
1210,2016-04-25,23614
1211,2016-04-26,27858
1212,2016-04-27,27531
1213,2016-04-28,29657
1214,2016-04-29,31920
1215,2016-04-30,33783
1216,2016-05-01,37851
1217,2016-05-02,25303
1218,2016-05-03,29568
1219,2016-05-04,29903
1220,2016-05-05,31698
1221,2016-05-06,34013
1222,2016-05-07,35855
1223,2016-05-08,38319
1224,2016-05-09,25444
1225,2016-05-10,29485
1226,2016-05-11,29448
1227,2016-05-12,31945
1228,2016-05-13,33813
1229,2016-05-14,35516
1230,2016-05-15,37877
1231,2016-05-16,25588
1232,2016-05-17,29539
1233,2016-05-18,29725
1234,2016-05-19,31731
1235,2016-05-20,34089
1236,2016-05-21,35575
1237,2016-05-22,37914
1238,2016-05-23,25452
1239,2016-05-24,29351
1240,2016-05-25,29502
1241,2016-05-26,31527
1242,2016-05-27,33980
1243,2016-05-28,36081
1244,2016-05-29,38372
1245,2016-05-30,25008
1246,2016-05-31,29258
1247,2016-06-01,31697
1248,2016-06-02,33837
1249,2016-06-03,35816
1250,2016-06-04,38188
1251,2016-06-05,40814
1252,2016-06-06,27517
1253,2016-06-07,31647
1254,2016-06-08,31561
1255,2016-06-09,33981
1256,2016-06-10,36021
1257,2016-06-11,38335
1258,2016-06-12,40709
1259,2016-06-13,27062
1260,2016-06-14,31685
1261,2016-06-15,31566
1262,2016-06-16,33888
1263,2016-06-17,36221
1264,2016-06-18,38032
1265,2016-06-19,40460
1266,2016-06-20,27024
1267,2016-06-21,31377
1268,2016-06-22,31960
1269,2016-06-23,33941
1270,2016-06-24,36147
1271,2016-06-25,38364
1272,2016-06-26,40921
1273,2016-06-27,26884
1274,2016-06-28,31539
1275,2016-06-29,31638
1276,2016-06-30,33832
1277,2016-07-01,38583
1278,2016-07-02,40534
1279,2016-07-03,43103
1280,2016-07-04,28792
1281,2016-07-05,33392
1282,2016-07-06,33287
1283,2016-07-07,36191
1284,2016-07-08,38181
1285,2016-07-09,40713
1286,2016-07-10,43427
1287,2016-07-11,28907
1288,2016-07-12,33393
1289,2016-07-13,34001
1290,2016-07-14,35846
1291,2016-07-15,38335
1292,2016-07-16,40583
1293,2016-07-17,43247
1294,2016-07-18,28756
1295,2016-07-19,33862
1296,2016-07-20,33718
1297,2016-07-21,36298
1298,2016-07-22,38543
1299,2016-07-23,40143
1300,2016-07-24,42881
1301,2016-07-25,28765
1302,2016-07-26,33463
1303,2016-07-27,33432
1304,2016-07-28,35905
1305,2016-07-29,38286
1306,2016-07-30,40857
1307,2016-07-31,43294
1308,2016-08-01,25351
1309,2016-08-02,29742
1310,2016-08-03,29510
1311,2016-08-04,31625
1312,2016-08-05,33949
1313,2016-08-06,36430
1314,2016-08-07,37885
1315,2016-08-08,25392
1316,2016-08-09,29602
1317,2016-08-10,29504
1318,2016-08-11,31517
1319,2016-08-12,33722
1320,2016-08-13,35971
1321,2016-08-14,38105
1322,2016-08-15,25389
1323,2016-08-16,29453
1324,2016-08-17,29775
1325,2016-08-18,31562
1326,2016-08-19,33967
1327,2016-08-20,35925
1328,2016-08-21,38057
1329,2016-08-22,25404
1330,2016-08-23,29544
1331,2016-08-24,29693
1332,2016-08-25,31772
1333,2016-08-26,33839
1334,2016-08-27,36008
1335,2016-08-28,37831
1336,2016-08-29,25368
1337,2016-08-30,29538
1338,2016-08-31,30064
1339,2016-09-01,29975
1340,2016-09-02,31635
1341,2016-09-03,33297
1342,2016-09-04,35553
1343,2016-09-05,23581
1344,2016-09-06,27520
1345,2016-09-07,27482
1346,2016-09-08,29337
1347,2016-09-09,31661
1348,2016-09-10,33441
1349,2016-09-11,35101
1350,2016-09-12,23494
1351,2016-09-13,27533
1352,2016-09-14,27435
1353,2016-09-15,29587
1354,2016-09-16,31704
1355,2016-09-17,33381
1356,2016-09-18,35616
1357,2016-09-19,23860
1358,2016-09-20,27579
1359,2016-09-21,27688
1360,2016-09-22,29703
1361,2016-09-23,31618
1362,2016-09-24,33488
1363,2016-09-25,35461
1364,2016-09-26,23542
1365,2016-09-27,27538
1366,2016-09-28,27952
1367,2016-09-29,29555
1368,2016-09-30,31514
1369,2016-10-01,30816
1370,2016-10-02,32994
1371,2016-10-03,22186
1372,2016-10-04,25699
1373,2016-10-05,25604
1374,2016-10-06,27408
1375,2016-10-07,29269
1376,2016-10-08,31431
1377,2016-10-09,32882
1378,2016-10-10,21849
1379,2016-10-11,25931
1380,2016-10-12,25487
1381,2016-10-13,27292
1382,2016-10-14,29283
1383,2016-10-15,31340
1384,2016-10-16,33310
1385,2016-10-17,21996
1386,2016-10-18,25527
1387,2016-10-19,25913
1388,2016-10-20,27742
1389,2016-10-21,29471
1390,2016-10-22,31195
1391,2016-10-23,32925
1392,2016-10-24,22043
1393,2016-10-25,25994
1394,2016-10-26,25314
1395,2016-10-27,27513
1396,2016-10-28,29559
1397,2016-10-29,30979
1398,2016-10-30,32709
1399,2016-10-31,21976
1400,2016-11-01,27652
1401,2016-11-02,27960
1402,2016-11-03,29364
1403,2016-11-04,31490
1404,2016-11-05,33623
1405,2016-11-06,35520
1406,2016-11-07,23294
1407,2016-11-08,27531
1408,2016-11-09,27632
1409,2016-11-10,29539
1410,2016-11-11,31724
1411,2016-11-12,33496
1412,2016-11-13,35753
1413,2016-11-14,23661
1414,2016-11-15,27712
1415,2016-11-16,27701
1416,2016-11-17,29622
1417,2016-11-18,31419
1418,2016-11-19,33511
1419,2016-11-20,35488
1420,2016-11-21,23692
1421,2016-11-22,27435
1422,2016-11-23,27642
1423,2016-11-24,29544
1424,2016-11-25,31638
1425,2016-11-26,33435
1426,2016-11-27,35357
1427,2016-11-28,23621
1428,2016-11-29,27808
1429,2016-11-30,27584
1430,2016-12-01,21195
1431,2016-12-02,22325
1432,2016-12-03,23728
1433,2016-12-04,25298
1434,2016-12-05,16887
1435,2016-12-06,19381
1436,2016-12-07,19614
1437,2016-12-08,21272
1438,2016-12-09,22738
1439,2016-12-10,24086
1440,2016-12-11,25187
1441,2016-12-12,16996
1442,2016-12-13,19766
1443,2016-12-14,19786
1444,2016-12-15,21109
1445,2016-12-16,22586
1446,2016-12-17,24101
1447,2016-12-18,25044
1448,2016-12-19,16832
1449,2016-12-20,19774
1450,2016-12-21,19436
1451,2016-12-22,21408
1452,2016-12-23,22549
1453,2016-12-24,24187
1454,2016-12-25,25195
1455,2016-12-26,16831
1456,2016-12-27,19341
1457,2016-12-28,19560
1458,2016-12-29,21111
1459,2016-12-30,22296
1460,2016-12-31,23792
1461,2017-01-01,23709
1462,2017-01-02,15772
1463,2017-01-03,18650
1464,2017-01-04,18510
1465,2017-01-05,19895
1466,2017-01-06,20994
1467,2017-01-07,22591
1468,2017-01-08,23700
1469,2017-01-09,15797
1470,2017-01-10,18608
1471,2017-01-11,18491
1472,2017-01-12,19684
1473,2017-01-13,21186
1474,2017-01-14,22434
1475,2017-01-15,23701
1476,2017-01-16,15743
1477,2017-01-17,18510
1478,2017-01-18,18645
1479,2017-01-19,19530
1480,2017-01-20,21064
1481,2017-01-21,22591
1482,2017-01-22,23831
1483,2017-01-23,15697
1484,2017-01-24,18524
1485,2017-01-25,18450
1486,2017-01-26,19541
1487,2017-01-27,21116
1488,2017-01-28,22210
1489,2017-01-29,23807
1490,2017-01-30,15839
1491,2017-01-31,18486
1492,2017-02-01,20612
1493,2017-02-02,21875
1494,2017-02-03,23501
1495,2017-02-04,25018
1496,2017-02-05,26084
1497,2017-02-06,17584
1498,2017-02-07,20433
1499,2017-02-08,20292
1500,2017-02-09,21827
1501,2017-02-10,23532
1502,2017-02-11,25311
1503,2017-02-12,26487
1504,2017-02-13,17580
1505,2017-02-14,20486
1506,2017-02-15,20568
1507,2017-02-16,21813
1508,2017-02-17,23519
1509,2017-02-18,24852
1510,2017-02-19,26427
1511,2017-02-20,17435
1512,2017-02-21,20582
1513,2017-02-22,20425
1514,2017-02-23,22127
1515,2017-02-24,23433
1516,2017-02-25,25052
1517,2017-02-26,26577
1518,2017-02-27,17550
1519,2017-02-28,20387
1520,2017-03-01,24581
1521,2017-03-02,26326
1522,2017-03-03,28037
1523,2017-03-04,29513
1524,2017-03-05,31693
1525,2017-03-06,21032
1526,2017-03-07,24412
1527,2017-03-08,24928
1528,2017-03-09,25987
1529,2017-03-10,28048
1530,2017-03-11,29835
1531,2017-03-12,31806
1532,2017-03-13,21193
1533,2017-03-14,24835
1534,2017-03-15,24363
1535,2017-03-16,26248
1536,2017-03-17,27922
1537,2017-03-18,29897
1538,2017-03-19,31483
1539,2017-03-20,20895
1540,2017-03-21,24703
1541,2017-03-22,24748
1542,2017-03-23,26113
1543,2017-03-24,27932
1544,2017-03-25,29977
1545,2017-03-26,31754
1546,2017-03-27,21013
1547,2017-03-28,24693
1548,2017-03-29,24474
1549,2017-03-30,26393
1550,2017-03-31,27833
1551,2017-04-01,34746
1552,2017-04-02,36777
1553,2017-04-03,24714
1554,2017-04-04,28465
1555,2017-04-05,28325
1556,2017-04-06,30666
1557,2017-04-07,32837
1558,2017-04-08,35167
1559,2017-04-09,36603
1560,2017-04-10,24648
1561,2017-04-11,28582
1562,2017-04-12,28609
1563,2017-04-13,30495
1564,2017-04-14,32434
1565,2017-04-15,34787
1566,2017-04-16,36498
1567,2017-04-17,24703
1568,2017-04-18,28529
1569,2017-04-19,28716
1570,2017-04-20,30881
1571,2017-04-21,32758
1572,2017-04-22,34821
1573,2017-04-23,37097
1574,2017-04-24,24503
1575,2017-04-25,28660
1576,2017-04-26,28618
1577,2017-04-27,30710
1578,2017-04-28,33065
1579,2017-04-29,34663
1580,2017-04-30,36785
1581,2017-05-01,26290
1582,2017-05-02,31050
1583,2017-05-03,30765
1584,2017-05-04,32984
1585,2017-05-05,35418
1586,2017-05-06,37493
1587,2017-05-07,39460
1588,2017-05-08,26365
1589,2017-05-09,30909
1590,2017-05-10,30895
1591,2017-05-11,33234
1592,2017-05-12,35052
1593,2017-05-13,37346
1594,2017-05-14,39409
1595,2017-05-15,26191
1596,2017-05-16,30927
1597,2017-05-17,30518
1598,2017-05-18,32960
1599,2017-05-19,35473
1600,2017-05-20,37669
1601,2017-05-21,39874
1602,2017-05-22,26354
1603,2017-05-23,30609
1604,2017-05-24,30747
1605,2017-05-25,33110
1606,2017-05-26,35490
1607,2017-05-27,37321
1608,2017-05-28,39417
1609,2017-05-29,26194
1610,2017-05-30,30299
1611,2017-05-31,30863
1612,2017-06-01,34913
1613,2017-06-02,37273
1614,2017-06-03,39931
1615,2017-06-04,42061
1616,2017-06-05,27794
1617,2017-06-06,32934
1618,2017-06-07,33061
1619,2017-06-08,35401
1620,2017-06-09,37304
1621,2017-06-10,39854
1622,2017-06-11,42022
1623,2017-06-12,27827
1624,2017-06-13,32835
1625,2017-06-14,33052
1626,2017-06-15,35041
1627,2017-06-16,37253
1628,2017-06-17,40100
1629,2017-06-18,42004
1630,2017-06-19,28173
1631,2017-06-20,32800
1632,2017-06-21,32943
1633,2017-06-22,34850
1634,2017-06-23,37426
1635,2017-06-24,39501
1636,2017-06-25,42029
1637,2017-06-26,28187
1638,2017-06-27,32849
1639,2017-06-28,32714
1640,2017-06-29,35310
1641,2017-06-30,37182
1642,2017-07-01,42594
1643,2017-07-02,44936
1644,2017-07-03,29775
1645,2017-07-04,34737
1646,2017-07-05,34681
1647,2017-07-06,37195
1648,2017-07-07,39989
1649,2017-07-08,41659
1650,2017-07-09,44610
1651,2017-07-10,29723
1652,2017-07-11,34949
1653,2017-07-12,34823
1654,2017-07-13,37008
1655,2017-07-14,40125
1656,2017-07-15,42170
1657,2017-07-16,44856
1658,2017-07-17,29959
1659,2017-07-18,34615
1660,2017-07-19,34988
1661,2017-07-20,37258
1662,2017-07-21,39819
1663,2017-07-22,42513
1664,2017-07-23,44831
1665,2017-07-24,30041
1666,2017-07-25,34910
1667,2017-07-26,34978
1668,2017-07-27,37254
1669,2017-07-28,39290
1670,2017-07-29,42111
1671,2017-07-30,44832
1672,2017-07-31,30164
1673,2017-08-01,30725
1674,2017-08-02,30787
1675,2017-08-03,32822
1676,2017-08-04,35134
1677,2017-08-05,37237
1678,2017-08-06,39295
1679,2017-08-07,26633
1680,2017-08-08,30828
1681,2017-08-09,30719
1682,2017-08-10,33110
1683,2017-08-11,35084
1684,2017-08-12,37400
1685,2017-08-13,39492
1686,2017-08-14,26144
1687,2017-08-15,30493
1688,2017-08-16,30721
1689,2017-08-17,33053
1690,2017-08-18,35240
1691,2017-08-19,37554
1692,2017-08-20,40022
1693,2017-08-21,26188
1694,2017-08-22,30902
1695,2017-08-23,30625
1696,2017-08-24,32938
1697,2017-08-25,34884
1698,2017-08-26,37753
1699,2017-08-27,39760
1700,2017-08-28,26557
1701,2017-08-29,30775
1702,2017-08-30,30591
1703,2017-08-31,32937
1704,2017-09-01,32529
1705,2017-09-02,34809
1706,2017-09-03,36521
1707,2017-09-04,24625
1708,2017-09-05,28289
1709,2017-09-06,28568
1710,2017-09-07,30647
1711,2017-09-08,33158
1712,2017-09-09,34686
1713,2017-09-10,37162
1714,2017-09-11,24645
1715,2017-09-12,28537
1716,2017-09-13,28837
1717,2017-09-14,30837
1718,2017-09-15,32591
1719,2017-09-16,34938
1720,2017-09-17,36836
1721,2017-09-18,24575
1722,2017-09-19,28569
1723,2017-09-20,28985
1724,2017-09-21,30687
1725,2017-09-22,32716
1726,2017-09-23,34654
1727,2017-09-24,36615
1728,2017-09-25,24796
1729,2017-09-26,28537
1730,2017-09-27,29056
1731,2017-09-28,30535
1732,2017-09-29,32700
1733,2017-09-30,34623
1734,2017-10-01,33845
1735,2017-10-02,22913
1736,2017-10-03,26854
1737,2017-10-04,26691
1738,2017-10-05,28357
1739,2017-10-06,30225
1740,2017-10-07,32189
1741,2017-10-08,34194
1742,2017-10-09,22974
1743,2017-10-10,26478
1744,2017-10-11,26899
1745,2017-10-12,28540
1746,2017-10-13,30354
1747,2017-10-14,32616
1748,2017-10-15,34123
1749,2017-10-16,22940
1750,2017-10-17,26737
1751,2017-10-18,26743
1752,2017-10-19,28790
1753,2017-10-20,30529
1754,2017-10-21,32690
1755,2017-10-22,34381
1756,2017-10-23,22965
1757,2017-10-24,26494
1758,2017-10-25,26794
1759,2017-10-26,28430
1760,2017-10-27,30466
1761,2017-10-28,32392
1762,2017-10-29,34312
1763,2017-10-30,22695
1764,2017-10-31,26550
1765,2017-11-01,28476
1766,2017-11-02,31036
1767,2017-11-03,32843
1768,2017-11-04,35064
1769,2017-11-05,36903
1770,2017-11-06,24752
1771,2017-11-07,28922
1772,2017-11-08,28739
1773,2017-11-09,30856
1774,2017-11-10,32846
1775,2017-11-11,34476
1776,2017-11-12,36934
1777,2017-11-13,24604
1778,2017-11-14,28764
1779,2017-11-15,28607
1780,2017-11-16,30732
1781,2017-11-17,32771
1782,2017-11-18,35007
1783,2017-11-19,36516
1784,2017-11-20,24636
1785,2017-11-21,28827
1786,2017-11-22,28317
1787,2017-11-23,30935
1788,2017-11-24,32607
1789,2017-11-25,34939
1790,2017-11-26,36973
1791,2017-11-27,24427
1792,2017-11-28,28788
1793,2017-11-29,28721
1794,2017-11-30,30819
1795,2017-12-01,23460
1796,2017-12-02,24538
1797,2017-12-03,26533
1798,2017-12-04,17382
1799,2017-12-05,20177
1800,2017-12-06,20340
1801,2017-12-07,21817
1802,2017-12-08,23471
1803,2017-12-09,24811
1804,2017-12-10,26402
1805,2017-12-11,17619
1806,2017-12-12,20236
1807,2017-12-13,20703
1808,2017-12-14,22037
1809,2017-12-15,23581
1810,2017-12-16,24953
1811,2017-12-17,26167
1812,2017-12-18,17746
1813,2017-12-19,20517
1814,2017-12-20,20545
1815,2017-12-21,22214
1816,2017-12-22,23567
1817,2017-12-23,24763
1818,2017-12-24,26130
1819,2017-12-25,17517
1820,2017-12-26,20738
1821,2017-12-27,20378
1822,2017-12-28,21885
1823,2017-12-29,23535
1824,2017-12-30,24988
1825,2017-12-31,26420
